warehouse_id,name,location,capacity
1311,Logistics Hub X - 6365 Washington Drive,Logistics Hub X - 6365 Washington Drive,41354.72
1312,Regional Warehouse D - 167 Cedar Avenue,Regional Warehouse D - 167 Cedar Avenue,6993.03
1313,Regional Warehouse M - 7910 Valley Way,Regional Warehouse M - 7910 Valley Way,29170.85
1314,Fulfillment Center T - 8059 High Drive,Fulfillment Center T - 8059 High Drive,26984.51
1315,Central Depot W - 7637 Oak Boulevard,Central Depot W - 7637 Oak Boulevard,16976.38
1316,Regional Warehouse K - 7741 River Lane,Regional Warehouse K - 7741 River Lane,49482.54
1317,Storage Facility Z - 7098 Fourth Road,Storage Facility Z - 7098 Fourth Road,30023.84
1318,Regional Warehouse F - 2337 Lake Road,Regional Warehouse F - 2337 Lake Road,36858.77
1319,Storage Facility E - 3811 Church Court,Storage Facility E - 3811 Church Court,3992.49
1320,Fulfillment Center O - 3097 Elm Boulevard,Fulfillment Center O - 3097 Elm Boulevard,9846.89
1321,Fulfillment Center Q - 2869 Valley Road,Fulfillment Center Q - 2869 Valley Road,11318.27
1322,Storage Facility W - 2060 Pine Court,Storage Facility W - 2060 Pine Court,5550.06
1323,Fulfillment Center T - 912 Hill Way,Fulfillment Center T - 912 Hill Way,36081.6
1324,Processing Center D - 574 Fourth Circle,Processing Center D - 574 Fourth Circle,49280.59
1325,Regional Warehouse P - 1800 High Avenue,Regional Warehouse P - 1800 High Avenue,41160.73
1326,Storage Facility T - 5146 Second Court,Storage Facility T - 5146 Second Court,44377.99
1327,Storage Facility G - 8243 Valley Court,Storage Facility G - 8243 Valley Court,42475.43
1328,Logistics Hub A - 3152 Second Boulevard,Logistics Hub A - 3152 Second Boulevard,42782.06
1329,Supply Chain Hub X - 2803 School Lane,Supply Chain Hub X - 2803 School Lane,18209.63
1330,Regional Warehouse B - 5368 Maple Drive,Regional Warehouse B - 5368 Maple Drive,4029.5
1331,Processing Center X - 3048 School Avenue,Processing Center X - 3048 School Avenue,35329.29
1332,Storage Facility A - 5512 School Road,Storage Facility A - 5512 School Road,45077.25
1333,Distribution Center Y - 3309 Washington Way,Distribution Center Y - 3309 Washington Way,17404.38
1334,Supply Chain Hub Q - 3731 Pine Road,Supply Chain Hub Q - 3731 Pine Road,20594.23
1335,Supply Chain Hub W - 2933 Park Court,Supply Chain Hub W - 2933 Park Court,30350.09
1336,Central Depot Q - 7588 High Way,Central Depot Q - 7588 High Way,48806.96
1337,Processing Center Y - 3162 Valley Road,Processing Center Y - 3162 Valley Road,36584.24
1338,Processing Center K - 5073 Park Drive,Processing Center K - 5073 Park Drive,38127.27
1339,Fulfillment Center S - 8908 Park Drive,Fulfillment Center S - 8908 Park Drive,37127.47
1340,Processing Center J - 4958 Market Circle,Processing Center J - 4958 Market Circle,39858.89
1341,Logistics Hub K - 3004 Cedar Avenue,Logistics Hub K - 3004 Cedar Avenue,32104.23
1342,Distribution Center A - 6041 Washington Lane,Distribution Center A - 6041 Washington Lane,30838.01
1343,Fulfillment Center Q - 593 Park Way,Fulfillment Center Q - 593 Park Way,28130.63
1344,Logistics Hub X - 1019 Pine Street,Logistics Hub X - 1019 Pine Street,2209.08
1345,Storage Facility B - 5167 Valley Drive,Storage Facility B - 5167 Valley Drive,14341.51
1346,Supply Chain Hub G - 3839 Second Drive,Supply Chain Hub G - 3839 Second Drive,18616.51
1347,Fulfillment Center Y - 6137 Hill Road,Fulfillment Center Y - 6137 Hill Road,26316.03
1348,Storage Facility G - 7987 Park Circle,Storage Facility G - 7987 Park Circle,40311.33
1349,Logistics Hub D - 6926 School Court,Logistics Hub D - 6926 School Court,34910.88
1350,Central Depot N - 6533 Cedar Street,Central Depot N - 6533 Cedar Street,42270.06
1351,Fulfillment Center O - 6139 Cedar Place,Fulfillment Center O - 6139 Cedar Place,4298.69
1352,Central Depot G - 5377 Oak Circle,Central Depot G - 5377 Oak Circle,15840.03
1353,Supply Chain Hub R - 3234 First Boulevard,Supply Chain Hub R - 3234 First Boulevard,13188.88
1354,Processing Center L - 4594 School Circle,Processing Center L - 4594 School Circle,6068.28
1355,Distribution Center M - 5019 Lake Place,Distribution Center M - 5019 Lake Place,10153.2
1356,Central Depot Q - 5981 Pine Drive,Central Depot Q - 5981 Pine Drive,27970.74
1357,Fulfillment Center B - 6893 Market Circle,Fulfillment Center B - 6893 Market Circle,31923.46
1358,Regional Warehouse Z - 1619 First Street,Regional Warehouse Z - 1619 First Street,10717.33
1359,Regional Warehouse I - 7207 School Lane,Regional Warehouse I - 7207 School Lane,33346.51
1360,Storage Facility C - 2499 Church Lane,Storage Facility C - 2499 Church Lane,33989.72
1361,Processing Center X - 1755 Pine Boulevard,Processing Center X - 1755 Pine Boulevard,17004.15
1362,Storage Facility D - 9005 Market Boulevard,Storage Facility D - 9005 Market Boulevard,21920.85
1363,Fulfillment Center H - 7510 Washington Road,Fulfillment Center H - 7510 Washington Road,28614.84
1364,Storage Facility M - 5745 Pine Court,Storage Facility M - 5745 Pine Court,28481.57
1365,Fulfillment Center K - 5550 First Place,Fulfillment Center K - 5550 First Place,30656.65
1366,Logistics Hub O - 2465 Church Avenue,Logistics Hub O - 2465 Church Avenue,9264.05
1367,Central Depot F - 4942 River Drive,Central Depot F - 4942 River Drive,31446.77
1368,Supply Chain Hub J - 5980 River Circle,Supply Chain Hub J - 5980 River Circle,23340.85
1369,Processing Center N - 2665 Hill Circle,Processing Center N - 2665 Hill Circle,34394.74
1370,Supply Chain Hub G - 2032 Fourth Court,Supply Chain Hub G - 2032 Fourth Court,32851.85
1371,Supply Chain Hub E - 6594 Fourth Place,Supply Chain Hub E - 6594 Fourth Place,1877.16
1372,Processing Center I - 8062 Oak Road,Processing Center I - 8062 Oak Road,49754.58
1373,Central Depot X - 3340 First Drive,Central Depot X - 3340 First Drive,19811.92
1374,Storage Facility O - 8255 River Boulevard,Storage Facility O - 8255 River Boulevard,19698.65
1375,Logistics Hub F - 5606 Hill Lane,Logistics Hub F - 5606 Hill Lane,15140.69
1376,Fulfillment Center D - 4861 High Boulevard,Fulfillment Center D - 4861 High Boulevard,12025.63
1377,Supply Chain Hub F - 7465 Hill Street,Supply Chain Hub F - 7465 Hill Street,27660.55
1378,Central Depot O - 4458 Market Way,Central Depot O - 4458 Market Way,8137.67
1379,Processing Center I - 5068 Lake Way,Processing Center I - 5068 Lake Way,4676.63
1380,Fulfillment Center K - 6451 Lake Way,Fulfillment Center K - 6451 Lake Way,13030.34
1381,Logistics Hub V - 5894 Main Place,Logistics Hub V - 5894 Main Place,47603.6
1382,Fulfillment Center F - 5946 Pine Avenue,Fulfillment Center F - 5946 Pine Avenue,15973.44
1383,Processing Center W - 8960 Maple Road,Processing Center W - 8960 Maple Road,11035.03
1384,Storage Facility V - 8583 Hill Boulevard,Storage Facility V - 8583 Hill Boulevard,5674.13
1385,Logistics Hub Q - 2719 Church Circle,Logistics Hub Q - 2719 Church Circle,47496.14
1386,Central Depot T - 6697 Maple Circle,Central Depot T - 6697 Maple Circle,40828.59
1387,Supply Chain Hub D - 6701 Church Lane,Supply Chain Hub D - 6701 Church Lane,28745.92
1388,Processing Center T - 3400 Maple Boulevard,Processing Center T - 3400 Maple Boulevard,14021.66
1389,Fulfillment Center L - 5572 Oak Circle,Fulfillment Center L - 5572 Oak Circle,20470.32
1390,Central Depot I - 4811 Third Road,Central Depot I - 4811 Third Road,4880.7
1391,Storage Facility Q - 8505 Cedar Place,Storage Facility Q - 8505 Cedar Place,22216.23
1392,Logistics Hub T - 4398 Church Boulevard,Logistics Hub T - 4398 Church Boulevard,26645.62
1393,Regional Warehouse Y - 1250 Third Court,Regional Warehouse Y - 1250 Third Court,15481.13
1394,Distribution Center E - 6028 Pine Road,Distribution Center E - 6028 Pine Road,36232.11
1395,Regional Warehouse Q - 7680 Pine Road,Regional Warehouse Q - 7680 Pine Road,19465.31
1396,Processing Center H - 3729 Third Way,Processing Center H - 3729 Third Way,21435.84
1397,Processing Center R - 946 First Circle,Processing Center R - 946 First Circle,33980.4
1398,Storage Facility H - 1260 Maple Boulevard,Storage Facility H - 1260 Maple Boulevard,23420.18
1399,Logistics Hub A - 8795 Maple Place,Logistics Hub A - 8795 Maple Place,44748.52
1400,Regional Warehouse K - 2929 School Avenue,Regional Warehouse K - 2929 School Avenue,41520.6
1401,Logistics Hub H - 2816 First Drive,Logistics Hub H - 2816 First Drive,29678.71
1402,Fulfillment Center X - 776 Park Court,Fulfillment Center X - 776 Park Court,24762.78
1403,Regional Warehouse M - 2918 High Road,Regional Warehouse M - 2918 High Road,39393.74
1404,Distribution Center H - 4718 Market Circle,Distribution Center H - 4718 Market Circle,28957.94
1405,Distribution Center I - 254 First Court,Distribution Center I - 254 First Court,44974.68
1406,Processing Center P - 5689 Second Way,Processing Center P - 5689 Second Way,9555.8
1407,Storage Facility W - 2472 Market Way,Storage Facility W - 2472 Market Way,43541.59
1408,Storage Facility C - 5337 Fourth Circle,Storage Facility C - 5337 Fourth Circle,22918.74
1409,Central Depot A - 4967 Park Circle,Central Depot A - 4967 Park Circle,39732.91
1410,Supply Chain Hub Z - 6118 Church Street,Supply Chain Hub Z - 6118 Church Street,1337.83
1411,Central Depot H - 1772 Elm Way,Central Depot H - 1772 Elm Way,14861.44
1412,Processing Center O - 6371 Valley Road,Processing Center O - 6371 Valley Road,3559.67
1413,Regional Warehouse Z - 635 Cedar Place,Regional Warehouse Z - 635 Cedar Place,49226.91
1414,Logistics Hub U - 6806 Main Circle,Logistics Hub U - 6806 Main Circle,42876.72
1415,Regional Warehouse R - 4801 Lake Court,Regional Warehouse R - 4801 Lake Court,46886.7
1416,Logistics Hub N - 3330 Hill Boulevard,Logistics Hub N - 3330 Hill Boulevard,11309.44
1417,Distribution Center S - 1480 Washington Street,Distribution Center S - 1480 Washington Street,31459.19
1418,Processing Center F - 4627 Hill Street,Processing Center F - 4627 Hill Street,5167.33
1419,Regional Warehouse R - 4656 Fourth Court,Regional Warehouse R - 4656 Fourth Court,39940.55
1420,Supply Chain Hub J - 7534 Valley Way,Supply Chain Hub J - 7534 Valley Way,32591.66
1421,Central Depot L - 6679 Oak Avenue,Central Depot L - 6679 Oak Avenue,32515.7
1422,Central Depot M - 1508 Elm Road,Central Depot M - 1508 Elm Road,1250.81
1423,Fulfillment Center D - 165 Main Boulevard,Fulfillment Center D - 165 Main Boulevard,38787
1424,Supply Chain Hub Y - 4590 Market Street,Supply Chain Hub Y - 4590 Market Street,40077.04
1425,Distribution Center O - 3619 River Road,Distribution Center O - 3619 River Road,38365.29
1426,Regional Warehouse G - 3998 Elm Court,Regional Warehouse G - 3998 Elm Court,41066.74
1427,Logistics Hub N - 8186 Elm Court,Logistics Hub N - 8186 Elm Court,23156.57
1428,Storage Facility O - 1296 Cedar Avenue,Storage Facility O - 1296 Cedar Avenue,1572.49
1429,Processing Center Z - 4481 Main Way,Processing Center Z - 4481 Main Way,32325.24
1430,Fulfillment Center A - 534 Pine Street,Fulfillment Center A - 534 Pine Street,26894.3
1431,Distribution Center P - 5518 Pine Court,Distribution Center P - 5518 Pine Court,25452.31
1432,Central Depot Q - 5064 Oak Lane,Central Depot Q - 5064 Oak Lane,14566.94
1433,Logistics Hub F - 4134 Oak Circle,Logistics Hub F - 4134 Oak Circle,44961.28
1434,Distribution Center M - 5385 Third Place,Distribution Center M - 5385 Third Place,6785.58
1435,Fulfillment Center L - 3879 Third Way,Fulfillment Center L - 3879 Third Way,48660.66
1436,Central Depot A - 8054 High Street,Central Depot A - 8054 High Street,38839.72
1437,Regional Warehouse U - 2907 Park Circle,Regional Warehouse U - 2907 Park Circle,43708.87
1438,Storage Facility N - 5698 Pine Place,Storage Facility N - 5698 Pine Place,40558.93
1439,Supply Chain Hub H - 2495 Oak Place,Supply Chain Hub H - 2495 Oak Place,5656.73
1440,Storage Facility Q - 8132 Fourth Circle,Storage Facility Q - 8132 Fourth Circle,33184.18
1441,Storage Facility P - 7760 High Way,Storage Facility P - 7760 High Way,3551.52
1442,Supply Chain Hub X - 7491 Washington Drive,Supply Chain Hub X - 7491 Washington Drive,48506.07
1443,Central Depot B - 6577 First Place,Central Depot B - 6577 First Place,39008.64
1444,Processing Center X - 1000 Pine Place,Processing Center X - 1000 Pine Place,42665.96
1445,Central Depot U - 1487 Park Place,Central Depot U - 1487 Park Place,5932.66
1446,Regional Warehouse Y - 8499 Hill Boulevard,Regional Warehouse Y - 8499 Hill Boulevard,46696.27
1447,Logistics Hub O - 4447 Third Way,Logistics Hub O - 4447 Third Way,17655.28
1448,Storage Facility O - 4172 Hill Way,Storage Facility O - 4172 Hill Way,15830.24
1449,Fulfillment Center U - 3314 Cedar Way,Fulfillment Center U - 3314 Cedar Way,24365.64
1450,Central Depot L - 1707 Main Street,Central Depot L - 1707 Main Street,11693.68
1451,Processing Center R - 1604 Oak Road,Processing Center R - 1604 Oak Road,32877.22
1452,Regional Warehouse W - 3904 Second Circle,Regional Warehouse W - 3904 Second Circle,49659.69
1453,Logistics Hub V - 5921 Church Lane,Logistics Hub V - 5921 Church Lane,39242.06
1454,Central Depot X - 7258 Cedar Lane,Central Depot X - 7258 Cedar Lane,25938.98
1455,Regional Warehouse L - 8987 Valley Lane,Regional Warehouse L - 8987 Valley Lane,44382.97
1456,Logistics Hub D - 4554 First Place,Logistics Hub D - 4554 First Place,29785.61
1457,Regional Warehouse H - 6870 Main Drive,Regional Warehouse H - 6870 Main Drive,41526.57
1458,Supply Chain Hub K - 3437 Third Avenue,Supply Chain Hub K - 3437 Third Avenue,43457.41
1459,Logistics Hub H - 1145 Cedar Boulevard,Logistics Hub H - 1145 Cedar Boulevard,17186.75
1460,Fulfillment Center B - 850 Church Court,Fulfillment Center B - 850 Church Court,48298.39
1461,Processing Center H - 2875 Elm Way,Processing Center H - 2875 Elm Way,16030.9
1462,Central Depot I - 8367 School Court,Central Depot I - 8367 School Court,26161.91
1463,Storage Facility F - 4010 Washington Court,Storage Facility F - 4010 Washington Court,17733.47
1464,Storage Facility J - 5588 School Road,Storage Facility J - 5588 School Road,25010.92
1465,Storage Facility N - 6932 Elm Way,Storage Facility N - 6932 Elm Way,12195.27
1466,Distribution Center B - 2512 Fourth Road,Distribution Center B - 2512 Fourth Road,34598.72
1467,Fulfillment Center U - 8295 Park Street,Fulfillment Center U - 8295 Park Street,4171.18
1468,Storage Facility V - 5414 Main Way,Storage Facility V - 5414 Main Way,12728.75
1469,Fulfillment Center A - 5587 Main Way,Fulfillment Center A - 5587 Main Way,45564.96
1470,Logistics Hub N - 5013 Second Drive,Logistics Hub N - 5013 Second Drive,12984.77
1471,Processing Center N - 3647 Pine Avenue,Processing Center N - 3647 Pine Avenue,4351.52
1472,Fulfillment Center Q - 8960 Market Street,Fulfillment Center Q - 8960 Market Street,16793.04
1473,Central Depot X - 5936 Hill Place,Central Depot X - 5936 Hill Place,27829.64
1474,Supply Chain Hub E - 4190 Main Way,Supply Chain Hub E - 4190 Main Way,11724.51
1475,Distribution Center Z - 2367 First Way,Distribution Center Z - 2367 First Way,44476.43
1476,Storage Facility F - 7941 Washington Way,Storage Facility F - 7941 Washington Way,23624.42
1477,Central Depot B - 8337 Pine Avenue,Central Depot B - 8337 Pine Avenue,14561.68
1478,Distribution Center O - 8172 Park Boulevard,Distribution Center O - 8172 Park Boulevard,45015.6
1479,Supply Chain Hub M - 2216 Market Lane,Supply Chain Hub M - 2216 Market Lane,19707.95
1480,Supply Chain Hub D - 6553 Elm Court,Supply Chain Hub D - 6553 Elm Court,8530.86
1481,Fulfillment Center Q - 4322 Main Court,Fulfillment Center Q - 4322 Main Court,28836.58
1482,Central Depot J - 7972 Park Circle,Central Depot J - 7972 Park Circle,20125.29
1483,Distribution Center F - 2405 First Place,Distribution Center F - 2405 First Place,35514.96
1484,Storage Facility N - 2116 Washington Circle,Storage Facility N - 2116 Washington Circle,11829.58
1485,Supply Chain Hub Y - 6423 Fourth Road,Supply Chain Hub Y - 6423 Fourth Road,23458.53
1486,Logistics Hub U - 3718 Main Drive,Logistics Hub U - 3718 Main Drive,8290.99
1487,Processing Center F - 1042 Market Way,Processing Center F - 1042 Market Way,20412.53
1488,Processing Center P - 1510 Fourth Boulevard,Processing Center P - 1510 Fourth Boulevard,37815.9
1489,Supply Chain Hub A - 2754 High Boulevard,Supply Chain Hub A - 2754 High Boulevard,31448.54
1490,Fulfillment Center J - 4121 River Way,Fulfillment Center J - 4121 River Way,2778.83
1491,Logistics Hub G - 1081 River Circle,Logistics Hub G - 1081 River Circle,44750.35
1492,Processing Center Q - 6138 Cedar Road,Processing Center Q - 6138 Cedar Road,39583.44
1493,Regional Warehouse Z - 7355 River Place,Regional Warehouse Z - 7355 River Place,39841.15
1494,Supply Chain Hub A - 5386 Pine Court,Supply Chain Hub A - 5386 Pine Court,34106.67
1495,Fulfillment Center X - 4840 Oak Way,Fulfillment Center X - 4840 Oak Way,27618.31
1496,Processing Center C - 2513 Main Circle,Processing Center C - 2513 Main Circle,29332.9
1497,Processing Center J - 5830 School Place,Processing Center J - 5830 School Place,41937.33
1498,Central Depot M - 6180 Main Circle,Central Depot M - 6180 Main Circle,7788.15
1499,Distribution Center F - 1239 High Court,Distribution Center F - 1239 High Court,22771.19
1500,Distribution Center H - 153 Maple Drive,Distribution Center H - 153 Maple Drive,46059.5
1501,Storage Facility O - 4733 Second Drive,Storage Facility O - 4733 Second Drive,18824.47
1502,Regional Warehouse M - 8217 Valley Court,Regional Warehouse M - 8217 Valley Court,9728.28
1503,Fulfillment Center C - 4561 Maple Drive,Fulfillment Center C - 4561 Maple Drive,31723.34
1504,Regional Warehouse G - 6503 Third Avenue,Regional Warehouse G - 6503 Third Avenue,3051.4
